
Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#538 - >DIPPA_32017.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01535.19 ;; note=PPR repeat,mitochondrial predicted localisation	superfamily	464815	75	175	0.00161987	39.9349	cl37896	DUF4670 superfamily	N	 - 
Q#542 - >DIPPA_17648.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF14397.5 ;; note=Sugar-transfer associated ATP-grasp	superfamily	473076	253	406	2.85184e-13	68.138	cl17255	CPSase_L_D2 superfamily	N	 - 
Q#543 - >DIPPA_17665.mRNA.1 product=hypothetical protein ;; note=plasma_membrane predicted localisation,contains 10 TM domains	superfamily	461792	73	447	1.69873e-07	51.1689	cl47939	UNC-93 superfamily	 - 	 - 
Q#544 - >DIPPA_17661.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01753.17 ;; note=MYND finger	specific	460312	132	156	1.6589e-08	47.7996	pfam01753	zf-MYND	N	cl46589
Q#544 - >DIPPA_17661.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01753.17 ;; note=MYND finger	superfamily	436067	49	93	0.00606693	32.5	cl39313	PDZ_6 superfamily	 - 	 - 
Q#545 - >DIPPA_14255.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13639.5,protein motif:PFAM:PF00641.17 ;; note=Ring finger domain,Zn-finger in Ran binding protein and others	specific	433370	8	57	1.17431e-05	39.3123	pfam13639	zf-RING_2	 - 	cl17238
Q#545 - >DIPPA_14255.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13639.5,protein motif:PFAM:PF00641.17 ;; note=Ring finger domain,Zn-finger in Ran binding protein and others	specific	395516	136	161	0.000368516	35.0203	pfam00641	zf-RanBP	 - 	cl02656
Q#546 - >DIPPA_02045.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00589.21 ;; note=Phage integrase family	superfamily	469662	686	739	4.21621e-08	51.5514	cl00213	DNA_BRE_C superfamily	N	 - 
Q#549 - >DIPPA_06714.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00313.21 ;; note='Cold-shock' DNA-binding domain,mitochondrial predicted localisation	superfamily	471952	161	224	1.39243e-06	43.3848	cl09927	S1_like superfamily	 - 	 - 
Q#549 - >DIPPA_06714.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00313.21 ;; note='Cold-shock' DNA-binding domain,mitochondrial predicted localisation	superfamily	471952	90	152	0.000198708	37.2217	cl09927	S1_like superfamily	 - 	 - 
Q#557 - >DIPPA_02677.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00175.20 ;; note=Oxidoreductase NAD-binding domain	superfamily	451503	197	290	9.44496e-07	44.9432	cl23719	NAD_binding_1 superfamily	N	 - 
Q#558 - >DIPPA_02690.mRNA.2 product=hypothetical protein ;; inference=protein motif:PFAM:PF05149.11 ;; note=Paraflagellar rod protein	superfamily	368306	292	465	1.14318e-06	48.5111	cl38180	Flagellar_rod superfamily	C	 - 
Q#559 - >DIPPA_05827.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF12907.6 ;; note=Zinc-binding	superfamily	403958	39	75	5.01974e-09	45.1707	cl15156	zf-met2 superfamily	 - 	 - 
Q#560 - >DIPPA_05829.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF12907.6 ;; note=Zinc-binding	superfamily	403958	39	75	5.01974e-09	45.1707	cl15156	zf-met2 superfamily	 - 	 - 
Q#561 - >DIPPA_05830.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF12907.6 ;; note=Zinc-binding	superfamily	403958	39	75	5.01974e-09	45.1707	cl15156	zf-met2 superfamily	 - 	 - 
Q#562 - >DIPPA_05831.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	210	365	9.91048e-11	59.2385	cl40470	ps-ssRNAv_RdRp-like superfamily	 - 	 - 
Q#563 - >DIPPA_20991.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00755.19 ;; note=Choline/Carnitine o-acyltransferase	superfamily	459926	251	412	9.72627e-07	50.2575	cl08288	Carn_acyltransf superfamily	NC	 - 
Q#564 - >DIPPA_21664.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF10152.8 ;; note=Subunit CCDC53 of WASH complex	specific	462967	24	70	7.54977e-21	85.4182	pfam10152	CCDC53	C	cl28766
Q#566 - >DIPPA_10952.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF05347.14 ;; note=Complex 1 protein (LYR family),mitochondrial predicted localisation	specific	428432	9	76	1.37782e-06	40.6384	pfam05347	Complex1_LYR	 - 	cl05087
Q#567 - >DIPPA_01717.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF05699.13 ;; note=hAT family C-terminal dimerisation region,mitochondrial predicted localisation	superfamily	399013	71	109	0.00841543	32.2333	cl05324	Dimer_Tnp_hAT superfamily	N	 - 
Q#568 - >DIPPA_26703.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF04940.11 ;; note=Sensors of blue-light using FAD,mitochondrial predicted localisation	specific	461495	210	289	3.57092e-17	75.6211	pfam04940	BLUF	 - 	cl04855
Q#569 - >DIPPA_28382.mRNA.1 product=hypothetical protein ;; note=contains UBA-like domain ;; description=hypothetical protein ;; Dbxref=pfam:PF14555.5	superfamily	464207	11	47	0.000103706	37.8164	cl48256	UBA_4 superfamily	 - 	 - 
Q#571 - >DIPPA_28365.mRNA.1 product=hypothetical protein ;; note=Kinesin motor domain,Armadillo repeat-containing kinesin-like protein 3 ;; Note=join manually corrected DIPPA_28365 and DIPPA_28414,DIPPA_28414 OBSOLETE ;; description=hypothetical protein ;; Dbxref=pfam:PF00225.22,UniProtKB:Q9FZ06	superfamily	459720	43	372	6.75256e-97	304.881	cl47514	Kinesin superfamily	 - 	 - 
Q#571 - >DIPPA_28365.mRNA.1 product=hypothetical protein ;; note=Kinesin motor domain,Armadillo repeat-containing kinesin-like protein 3 ;; Note=join manually corrected DIPPA_28365 and DIPPA_28414,DIPPA_28414 OBSOLETE ;; description=hypothetical protein ;; Dbxref=pfam:PF00225.22,UniProtKB:Q9FZ06	superfamily	375164	395	649	6.0241e-06	48.1961	cl38662	DUF5401 superfamily	N	 - 
Q#572 - >DIPPA_02418.mRNA.1 product=hypothetical protein ;; Note=DIPPA_02418.mRNA.2 OBSOLETE,introns corrected,AAA domain,hypothetical protein	superfamily	475120	1052	1236	5.52372e-05	43.7067	cl28899	DEAD-like_helicase_N superfamily	C	 - 
Q#572 - >DIPPA_02418.mRNA.1 product=hypothetical protein ;; Note=DIPPA_02418.mRNA.2 OBSOLETE,introns corrected,AAA domain,hypothetical protein	superfamily	463780	1369	1424	7.48452e-05	43.3056	cl38387	AAA_12 superfamily	N	 - 
Q#572 - >DIPPA_02418.mRNA.1 product=hypothetical protein ;; Note=DIPPA_02418.mRNA.2 OBSOLETE,introns corrected,AAA domain,hypothetical protein	superfamily	366646	1187	1418	9.23559e-05	43.5218	cl26263	Viral_helicase1 superfamily	N	 - 
Q#573 - >DIPPA_29350.mRNA.1 product=hypothetical protein ;; pfam=PF00415 ;; Note=3'UTR corrected,5'UTR corrected,intron corrected,multiple EGF and RCC1 domains,hypothetical protein	specific	395335	1840	1888	8.34618e-13	62.9201	pfam00415	RCC1	 - 	cl37625
Q#573 - >DIPPA_29350.mRNA.1 product=hypothetical protein ;; pfam=PF00415 ;; Note=3'UTR corrected,5'UTR corrected,intron corrected,multiple EGF and RCC1 domains,hypothetical protein	specific	395335	1890	1939	2.0306e-12	61.7645	pfam00415	RCC1	 - 	cl37625
Q#573 - >DIPPA_29350.mRNA.1 product=hypothetical protein ;; pfam=PF00415 ;; Note=3'UTR corrected,5'UTR corrected,intron corrected,multiple EGF and RCC1 domains,hypothetical protein	specific	395335	1786	1834	1.83599e-09	53.2901	pfam00415	RCC1	 - 	cl37625
Q#573 - >DIPPA_29350.mRNA.1 product=hypothetical protein ;; pfam=PF00415 ;; Note=3'UTR corrected,5'UTR corrected,intron corrected,multiple EGF and RCC1 domains,hypothetical protein	specific	395335	1942	1988	2.62206e-06	44.4305	pfam00415	RCC1	 - 	cl37625
Q#573 - >DIPPA_29350.mRNA.1 product=hypothetical protein ;; pfam=PF00415 ;; Note=3'UTR corrected,5'UTR corrected,intron corrected,multiple EGF and RCC1 domains,hypothetical protein	specific	395335	1991	2046	2.71719e-05	41.3489	pfam00415	RCC1	 - 	cl37625
Q#573 - >DIPPA_29350.mRNA.1 product=hypothetical protein ;; pfam=PF00415 ;; Note=3'UTR corrected,5'UTR corrected,intron corrected,multiple EGF and RCC1 domains,hypothetical protein	specific	395335	1734	1783	0.00291886	35.5709	pfam00415	RCC1	 - 	cl37625
Q#574 - >DIPPA_29356.mRNA.1 product=hypothetical protein ;; Note=3'UTR corrected,5'UTR corrected,introns corrected,transmembrane%2C RING domain,hypothetical protein	specific	433370	236	295	0.00353267	33.1491	pfam13639	zf-RING_2	 - 	cl17238
Q#575 - >DIPPA_16112.mRNA.1 product=hypothetical protein ;; pfam=PF13639 ;; Note=3'UTR corrected,5'UTR corrected,intron corrected,predicted transmembrane protein,zinc-finger RING domain	specific	433370	712	755	4.48271e-10	53.5647	pfam13639	zf-RING_2	 - 	cl17238
Q#576 - >DIPPA_18488.mRNA.1 product=hypothetical protein ;; Note=3'UTR corrected,5'UTR corrected,intron corrected,DIPPA_18477 OBSOLETE,mitochondrial Cyt-b5 domain-containing protein,conserved hypothetical protein	superfamily	459698	67	132	8.42548e-06	41.838	cl44470	Cyt-b5 superfamily	 - 	 - 
Q#577 - >DIPPA_31094.mRNA.1 product=hypothetical protein ;; pfam=PF13578 ;; Note=5'UTR corrected,3'UTR corrected,introns corrected ;; domain=Methyltransf_24	superfamily	473071	143	258	6.00155e-05	40.3692	cl17173	AdoMet_MTases superfamily	 - 	 - 
Q#578 - >DIPPA_26216.mRNA.1 product=hypothetical protein ;; note=contains 10 TM domains,plasma_membrane predicted localisation,Sodium/glutamate symporter ;; Note=DIPPA_26216.mRNA.2 OBSOLETE,5'UTR corrected	superfamily	473169	189	601	3.51398e-06	47.689	cl19414	Glt_symporter superfamily	 - 	 - 
Q#579 - >DIPPA_16926.mRNA.1 product=hypothetical protein ;; pfam=PF13180,PF17820 ;; Note=putative DegQ family serine endoprotease,PDZ domain protein,3'UTR corrected,5'UTR corrected,intron corrected	specific	436067	34	90	3.87071e-05	39.0484	pfam17820	PDZ_6	 - 	cl39313
Q#579 - >DIPPA_16926.mRNA.1 product=hypothetical protein ;; pfam=PF13180,PF17820 ;; Note=putative DegQ family serine endoprotease,PDZ domain protein,3'UTR corrected,5'UTR corrected,intron corrected	superfamily	483948	127	202	0.000768093	36.0955	cl49608	PDZ_canonical superfamily	 - 	 - 
Q#580 - >DIPPA_17670.mRNA.1 product=hypothetical protein ;; Note=3'UTR corrected,5'UTR corrected,intron corrected,mitochondrial DnaJ domain-containing protein	superfamily	413365	20	73	4.7658e-08	46.3119	cl02542	DnaJ superfamily	C	 - 
Q#581 - >DIPPA_70168.mRNA.1 product=hypothetical protein ;; pfam=PF00561 ;; Note=alpha/beta hydrolase domain,putative transmembrane protein,fermentation-respiration switch protein FrsA	superfamily	463473	123	289	6.4007e-09	53.7574	cl38349	Hydrolase_4 superfamily	 - 	 - 
Q#582 - >DIPPA_70222.mRNA.1 product=hypothetical protein ;; Note=Zn-finger domain-containing protein,OTT_1508-like deaminase domain	superfamily	464174	299	334	0.000286888	36.9566	cl16884	OTT_1508_deam superfamily	C	 - 
Q#583 - >DIPPA_70141.mRNA.1 product=hypothetical protein ;; pfam=PF01590 ;; Note=GAF domain,putative cGMP phosphodiesterase/guanylyl cyclase	specific	460259	250	390	8.21859e-05	40.9252	pfam01590	GAF	 - 	cl47684
Q#584 - >DIPPA_70111.mRNA.1 product=hypothetical protein ;; pfam=PF01661 ;; Note=hypothetical protein,macro domain-containing protein,Appr-1"-p processing enzyme	superfamily	460286	37	155	4.87296e-12	60.6569	cl46597	Macro superfamily	 - 	 - 
Q#586 - >DIPPA_70106.mRNA.1 product=hypothetical protein ;; pfam=PF07653 ;; Note=SH3-domains,hypothetical protein	specific	394975	51	99	1.27229e-05	40.6498	pfam00018	SH3_1	 - 	cl17036
Q#586 - >DIPPA_70106.mRNA.1 product=hypothetical protein ;; pfam=PF07653 ;; Note=SH3-domains,hypothetical protein	specific	426471	436	475	0.00167426	34.7399	pfam01846	FF	 - 	cl02610
Q#587 - >DIPPA_70094.mRNA.1 product=hypothetical protein ;; Note=ankyrin repeat domain-containing protein	specific	463710	16	100	6.39622e-19	75.1525	pfam12796	Ank_2	 - 	cl48147
Q#588 - >DIPPA_70204.mRNA.1 product=hypothetical protein ;; Note=protein kinase domain	superfamily	459660	74	336	3.30632e-34	123.508	cl47491	Pkinase superfamily	 - 	 - 
Q#590 - >DIPPA_70211.mRNA.1 product=hypothetical protein ;; Note=mitochondrial DnaJ domain-containing protein	specific	395170	13	66	4.73887e-15	66.7275	pfam00226	DnaJ	 - 	cl02542
Q#591 - >DIPPA_70151.mRNA.1 product=hypothetical protein ;; pfam=PF00400 ;; Note=multiple WD40 domains,conserved hypothetical protein,flagellum-associated protein	superfamily	481474	794	1541	1.14872e-06	51.8961	cl47134	SMC_N superfamily	N	 - 
Q#591 - >DIPPA_70151.mRNA.1 product=hypothetical protein ;; pfam=PF00400 ;; Note=multiple WD40 domains,conserved hypothetical protein,flagellum-associated protein	specific	459801	376	409	2.44488e-06	43.8734	pfam00400	WD40	 - 	cl47546
Q#591 - >DIPPA_70151.mRNA.1 product=hypothetical protein ;; pfam=PF00400 ;; Note=multiple WD40 domains,conserved hypothetical protein,flagellum-associated protein	superfamily	464815	1559	1658	0.000161443	44.1721	cl37896	DUF4670 superfamily	N	 - 
Q#592 - >DIPPA_70153.mRNA.1 product=hypothetical protein ;; pfam=PF00076 ;; Note=RRM domain,putative RNA-binding protein	specific	425453	8	71	3.46172e-11	56.4725	pfam00076	RRM_1	 - 	cl17169
Q#593 - >DIPPA_70130.mRNA.1 product=hypothetical protein ;; Note=PDZ domain,hypothetical protein	specific	436067	518	571	7.94027e-05	39.0484	pfam17820	PDZ_6	 - 	cl39313
Q#595 - >DIPPA_70119.mRNA.1 product=hypothetical protein ;; pfam=PF00168 ;; Note=C2 domain%2C membrane trafficking,conserved hypothetical protein	specific	425499	467	531	9.70898e-15	68.8849	pfam00168	C2	C	cl14603
Q#596 - >DIPPA_70126.mRNA.1 product=hypothetical protein ;; pfam=PF00307 ;; Note=calponin homology domain,chromosome segregation protein SMC domain,hypothetical protein	specific	425596	393	494	6.81866e-06	43.8146	pfam00307	CH	 - 	cl00030
Q#597 - >DIPPA_70121.mRNA.1 product=hypothetical protein ;; Note=WD40 domain,conserved hypothetical protein	specific	459801	259	294	0.000674456	36.5546	pfam00400	WD40	 - 	cl47546
Q#597 - >DIPPA_70121.mRNA.1 product=hypothetical protein ;; Note=WD40 domain,conserved hypothetical protein	specific	459801	853	887	0.0091993	33.473	pfam00400	WD40	 - 	cl47546
Q#598 - >DIPPA_70122.mRNA.1 product=hypothetical protein ;; pfam=PF07000,PF18474 ;; Note=DUF1308 domain,conserved hypothetical protein,DUF5614 domain	superfamily	399767	303	460	2.71991e-60	192.865	cl15654	DUF1308 superfamily	 - 	 - 
Q#598 - >DIPPA_70122.mRNA.1 product=hypothetical protein ;; pfam=PF07000,PF18474 ;; Note=DUF1308 domain,conserved hypothetical protein,DUF5614 domain	superfamily	436527	68	224	1.21869e-13	68.3046	cl39806	DUF5614 superfamily	 - 	 - 
Q#600 - >DIPPA_70073.mRNA.1 product=hypothetical protein ;; pfam=PF00629 ;; Note=hypothetical protein,MAM extracellular domain protein	superfamily	459878	43	198	6.90647e-21	85.8768	cl47572	MAM superfamily	 - 	 - 
Q#600 - >DIPPA_70073.mRNA.1 product=hypothetical protein ;; pfam=PF00629 ;; Note=hypothetical protein,MAM extracellular domain protein	superfamily	459878	234	305	5.74387e-05	40.8084	cl47572	MAM superfamily	C	 - 
Q#601 - >DIPPA_70158.mRNA.1 product=hypothetical protein ;; Note=carbohydrate-recognition domain,putative transmembrane protein	specific	459925	541	651	4.92804e-06	44.7458	pfam00754	F5_F8_type_C	 - 	cl47591
Q#602 - >DIPPA_70162.mRNA.1 product=hypothetical protein ;; pfam=PF00076 ;; Note=RRM domain%2C RNA-binding,hypothetical protein	specific	425453	213	282	2.54764e-10	53.7761	pfam00076	RRM_1	 - 	cl17169
Q#603 - >DIPPA_05995.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF04389.16 ;; note=Peptidase family M28	superfamily	461288	13	131	1.99294e-10	53.8283	cl47885	Peptidase_M28 superfamily	N	 - 
Q#604 - >DIPPA_03649.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF07691.11 ;; note=PA14 domain	superfamily	471833	17	69	2.85862e-08	45.436	cl08459	PA14 superfamily	NC	 - 
Q#607 - >DIPPA_14312.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF02181.22 ;; note=Formin Homology 2 Domain	superfamily	418645	1	158	4.58572e-12	64.9843	cl19758	FH2 superfamily	N	 - 
Q#607 - >DIPPA_14312.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF02181.22 ;; note=Formin Homology 2 Domain	superfamily	282904	220	393	0.000133096	42.2108	cl37540	Herpes_BLLF1 superfamily	NC	 - 
Q#608 - >DIPPA_25440.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01753.17 ;; note=MYND finger,nuclear predicted localisation	specific	460312	228	263	2.63588e-14	65.1336	pfam01753	zf-MYND	 - 	cl46589
Q#611 - >DIPPA_14465.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	24	147	1.67877e-09	55.0013	cl40470	ps-ssRNAv_RdRp-like superfamily	N	 - 
Q#612 - >DIPPA_14408.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00589.21 ;; note=Phage integrase family,mitochondrial predicted localisation	superfamily	469662	150	269	2.37755e-07	47.6994	cl00213	DNA_BRE_C superfamily	N	 - 
Q#613 - >DIPPA_14428.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF06741.12 ;; note=LsmAD domain	superfamily	461998	917	975	1.93011e-06	44.4848	cl38211	LsmAD superfamily	 - 	 - 
Q#613 - >DIPPA_14428.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF06741.12 ;; note=LsmAD domain	superfamily	461998	591	645	7.55166e-06	42.5588	cl38211	LsmAD superfamily	 - 	 - 
Q#613 - >DIPPA_14428.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF06741.12 ;; note=LsmAD domain	specific	436067	311	350	4.18639e-05	40.204	pfam17820	PDZ_6	C	cl39313
Q#614 - >DIPPA_00983.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13180.5 ;; note=PDZ domain	superfamily	464943	192	994	2.38656e-11	66.6803	cl37899	CCDC158 superfamily	C	 - 
Q#614 - >DIPPA_00983.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13180.5 ;; note=PDZ domain	superfamily	483948	1149	1208	1.76346e-06	44.9551	cl49608	PDZ_canonical superfamily	 - 	 - 
Q#615 - >DIPPA_19945.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00075.23 ;; note=RNase H	superfamily	449355	70	200	1.83858e-12	61.5128	cl14782	RNase_H_like superfamily	 - 	 - 
Q#616 - >DIPPA_32260.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00313.21 ;; note='Cold-shock' DNA-binding domain,cytoplasmic predicted localisation	superfamily	471952	77	144	9.71753e-08	46.4664	cl09927	S1_like superfamily	 - 	 - 
Q#616 - >DIPPA_32260.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00313.21 ;; note='Cold-shock' DNA-binding domain,cytoplasmic predicted localisation	superfamily	471952	154	226	1.09759e-05	40.6884	cl09927	S1_like superfamily	 - 	 - 
Q#616 - >DIPPA_32260.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00313.21 ;; note='Cold-shock' DNA-binding domain,cytoplasmic predicted localisation	superfamily	471952	2	65	1.72655e-05	39.918	cl09927	S1_like superfamily	 - 	 - 
Q#617 - >DIPPA_11879.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00443.28 ;; note=Ubiquitin carboxyl-terminal hydrolase	superfamily	470612	32	131	1.0153e-11	62.46	cl02553	Peptidase_C19 superfamily	C	 - 
Q#618 - >DIPPA_13800.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13456.5 ;; note=Reverse transcriptase-like,mitochondrial predicted localisation	superfamily	449355	486	618	2.2817e-13	65.75	cl14782	RNase_H_like superfamily	 - 	 - 
Q#619 - >DIPPA_09031.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	10	86	3.41331e-05	43.4453	cl40470	ps-ssRNAv_RdRp-like superfamily	NC	 - 
Q#619 - >DIPPA_09031.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	429334	154	215	0.000386139	41.0647	cl25522	FAP superfamily	C	 - 
Q#620 - >DIPPA_23739.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	26	109	9.69414e-06	44.9861	cl40470	ps-ssRNAv_RdRp-like superfamily	N	 - 
Q#621 - >DIPPA_32488.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	32	188	2.32374e-10	57.6977	cl40470	ps-ssRNAv_RdRp-like superfamily	N	 - 
Q#622 - >DIPPA_32508.mRNA.2 product=hypothetical protein ;; note=plasma_membrane predicted localisation,contains 8 TM domains	superfamily	429334	135	207	0.000431735	41.0647	cl25522	FAP superfamily	C	 - 
Q#623 - >DIPPA_32508.mRNA.1 product=hypothetical protein ;; note=plasma_membrane predicted localisation,contains 8 TM domains	superfamily	429334	135	207	0.000387735	41.0647	cl25522	FAP superfamily	C	 - 
Q#624 - >DIPPA_27578.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	501	648	3.6154e-06	46.9121	cl40470	ps-ssRNAv_RdRp-like superfamily	C	 - 
Q#625 - >DIPPA_27535.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	61	208	2.27951e-06	46.9121	cl40470	ps-ssRNAv_RdRp-like superfamily	C	 - 
Q#627 - >DIPPA_06398.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	1094	1291	2.19543e-13	68.4832	cl40470	ps-ssRNAv_RdRp-like superfamily	 - 	 - 
Q#627 - >DIPPA_06398.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	404687	829	853	0.00643229	33.9413	cl16432	Tnp_zf-ribbon_2 superfamily	 - 	 - 
Q#628 - >DIPPA_12998.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF02453.16 ;; note=Reticulon,plasma_membrane predicted localisation,contains 3 TM domains	superfamily	460562	25	161	6.86789e-06	42.4718	cl03599	Reticulon superfamily	 - 	 - 
Q#629 - >DIPPA_12994.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF02687.20 ;; note=FtsX-like permease family,plasma_membrane predicted localisation,contains 10 TM domains	specific	460652	964	1081	7.24762e-13	64.579	pfam02687	FtsX	 - 	cl38079
Q#629 - >DIPPA_12994.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF02687.20 ;; note=FtsX-like permease family,plasma_membrane predicted localisation,contains 10 TM domains	specific	460652	432	552	1.51515e-12	63.4234	pfam02687	FtsX	 - 	cl38079
Q#630 - >DIPPA_33241.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF04410.13 ;; note=Gar1/Naf1 RNA binding region,nuclear predicted localisation	superfamily	470147	359	384	6.18835e-05	40.1647	cl01285	Gar1 superfamily	NC	 - 
Q#631 - >DIPPA_00841.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13180.5 ;; note=PDZ domain,nuclear predicted localisation	specific	436067	82	135	1.52295e-09	49.0636	pfam17820	PDZ_6	 - 	cl39313
Q#632 - >DIPPA_21476.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF05712.12 ;; note=MRG	superfamily	461721	13	125	1.02079e-08	49.1323	cl05332	MRG superfamily	N	 - 
Q#633 - >DIPPA_06911.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF14768.5 ;; note=Replication protein A interacting C-terminal	superfamily	464305	98	158	0.000314559	36.5043	cl20691	RPA_interact_C superfamily	C	 - 
Q#636 - >DIPPA_07793.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF12796.6,protein motif:PFAM:PF00078.26 ;; note=Ankyrin repeats (3 copies),Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	1248	1455	5.1328e-19	84.6616	cl40470	ps-ssRNAv_RdRp-like superfamily	 - 	 - 
Q#636 - >DIPPA_07793.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF12796.6,protein motif:PFAM:PF00078.26 ;; note=Ankyrin repeats (3 copies),Reverse transcriptase (RNA-dependent DNA polymerase)	specific	463710	7	76	4.11858e-09	53.1961	pfam12796	Ank_2	N	cl48147
Q#636 - >DIPPA_07793.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF12796.6,protein motif:PFAM:PF00078.26 ;; note=Ankyrin repeats (3 copies),Reverse transcriptase (RNA-dependent DNA polymerase)	specific	460902	669	828	0.000559954	40.6706	pfam03372	Exo_endo_phos	 - 	cl47807
Q#637 - >DIPPA_18302.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	1422	1570	3.59256e-05	44.9861	cl40470	ps-ssRNAv_RdRp-like superfamily	C	 - 
Q#637 - >DIPPA_18302.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	466475	739	844	0.00270938	40.5543	cl48485	DUF6620 superfamily	C	 - 
Q#637 - >DIPPA_18302.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	429334	1638	1699	0.00654884	39.1387	cl25522	FAP superfamily	C	 - 
Q#638 - >DIPPA_30947.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	988	1135	0.00010987	43.0601	cl40470	ps-ssRNAv_RdRp-like superfamily	C	 - 
